RECORD ID NUMBER,INPUT ADDRESS,TIGER ADDRESS RANGE MATCH INDICATOR,TIGER MATCH TYPE,TIGER OUTPUT ADDRESS,INTERPOLATED LONGITUDE AND LATITUDE,TIGERLINE ID,STATE CODE,COUNTY CODE,TRACT CODE
338846,"9031 SW 107th Ave, Miami, FL, ",Match,Exact,"9031 SW 107TH AVE, MIAMI, FL, 33176","-80.366756734167,25.684334489182",642891701,12,086,008416
1323161,"6025 Lake Worth Rd, Greenacres, FL, ",Match,Exact,"6025 LAKE WORTH RD, GREENACRES, FL, 33463","-80.138931143245,26.619217642891",115502641,12,099,004706
1409827,"747 W Hallandale Beach Blvd, Hallandale Beach, FL, ",Match,Non_Exact,"747 E HALLANDALE BEACH BLVD, HALLANDALE BEACH, FL, 33009","-80.140861086187,25.985824554486",647872220,12,011,100204
1175032,"3791 NW 167th St, Miami Gardens, FL, ",Match,Exact,"3791 NW 167TH ST, MIAMI GARDENS, FL, 33055","-80.262868998497,25.926081795174",116291233,12,086,010021
1438386,"300 S State Road 7, Margate, FL, ",Match,Non_Exact,"300 STATE HWY 7, MARGATE, FL, 33068","-80.204322117,26.226072389118",636806979,12,011,020502
917287,"14252 NW 7th Ave, Miami, FL, ",Match,Exact,"14252 NW 7TH AVE, MIAMI, FL, 33168","-80.211668749708,25.905181388717",116033234,12,086,000413
1405474,"16501 NE 6th Ave, Miami, FL, ",Match,Exact,"16501 NE 6TH AVE, MIAMI, FL, 33162","-80.188127573169,25.927030117441",116031341,12,086,000215
923962,"8601 Bird Rd, Miami, FL, ",No_Match,,,,,,,
816460,"15000 Miami Lakes Dr E, Miami Lakes, FL, ",No_Match,,,,,,,
1179409,"9951 W Flagler St, Miami, FL, ",Match,Exact,"9951 W FLAGLER ST, MIAMI, FL, 33174","-80.357502966753,25.768932338986",642619046,12,086,009029
1637517,"16772 NE 2nd Ave, North Miami Beach, FL, ",Match,Exact,"16772 NE 2ND AVE, NORTH MIAMI BEACH, FL, 33162","-80.196424259436,25.928919874215",116031071,12,086,000204
1637515,"3381 NW 7th St, Miami, FL, ",Match,Exact,"3381 NW 7TH ST, MIAMI, FL, 33125","-80.250789830955,25.779152702236",116011604,12,086,005002
899653,"21265 Biscayne Blvd, Miami, FL, ",Match,Exact,"21265 BISCAYNE BLVD, MIAMI, FL, 33180","-80.142637705768,25.973066215105",642890600,12,086,000145
1362649,"7671 N State Road 7, Parkland, FL, ",No_Match,,,,,,,
1557886,"7399 Davie Road Ext, Hollywood, FL, ",Match,Exact,"7399 DAVIE RD EXD, HOLLYWOOD, FL, 33024","-80.236761723253,26.038741275003",114780857,12,011,070504
1247770,"123 Sw 107th Ave, Miami, FL, ",Match,Exact,"123 SW 107TH AVE, MIAMI, FL, 33174","-80.368837217378,25.767384142382",115970021,12,086,009054
528271,"7431 N Federal Hwy, Boca Raton, FL, ",Match,Exact,"7431 N FEDERAL HWY, BOCA RATON, FL, 33487","-80.075281237443,26.415540933238",115299027,12,099,007301
1233134,"3131 Forest Hill Blvd, West Palm Beach, FL, ",Match,Exact,"3131 FOREST HILL BLVD, WEST PALM BEACH, FL, 33406","-80.090448285335,26.651026220182",115273473,12,099,004101
600893,"2300 W ATLANTIC BLVD, POMPANO BEACH, FL, ",Match,Non_Exact,"2300 E ATLANTIC BLVD, POMPANO BEACH, FL, 33062","-80.1008424605,26.231670900102",637073058,12,011,031002
917282,"11865 SW 26th St, Miami, FL, ",Match,Exact,"11865 SW 26TH ST, MIAMI, FL, 33175","-80.387905150204,25.74630270332",115964796,12,086,014601
865408,"9360 Miller Rd, Miami, FL, ",Match,Exact,"9360 MILLER RD, MIAMI, FL, 33165","-80.345793181657,25.716242599467",648423661,12,086,008502
1159809,"736 Bunker Rd, West Palm Beach, FL, ",Match,Exact,"736 BUNKER RD, WEST PALM BEACH, FL, 33405","-80.060626361038,26.664744251938",115529520,12,099,003700
1557893,"1724 NW 183rd St, Miami Gardens, FL, ",Match,Exact,"1724 NW 183RD ST, MIAMI GARDENS, FL, 33056","-80.229858759034,25.941480330478",116311597,12,086,009503
899614,"1200 Linton Blvd, Delray Beach, FL, ",Match,Exact,"1200 LINTON BLVD, DELRAY BEACH, FL, 33444","-80.085584244327,26.439529525528",115291427,12,099,006906
1278050,"3701 Broadway, Riviera Beach, FL, ",Tie,,,,,,,
964486,"6460 S Dixie Hwy, South Miami, FL, ",Match,Exact,"6460 S DIXIE HWY, SOUTH MIAMI, FL, 33143","-80.298393957439,25.697043889421",653187462,12,086,007610
796416,"101 N Congress Ave, Lake Park, FL, ",Match,Non_Exact,"101 CONGRESS AVE, LAKE PARK, FL, 33403","-80.085665839433,26.793920235918",640141064,12,099,001301
1477979,"3801 NW 9th Ave, Fort Lauderdale, FL, ",Match,Exact,"3801 NW 9TH AVE, FORT LAUDERDALE, FL, 33309","-80.154814396189,26.173760909351",638052760,12,011,050701
1499446,"9834 Sandalfoot Blvd, Boca Raton, FL, ",Match,Exact,"9834 SANDALFOOT BLVD, BOCA RATON, FL, 33428","-80.200366843459,26.33595233953",115549690,12,099,007767
1258402,"1301 Lake Ave, Lake Worth, FL, ",Match,Exact,"1301 LAKE AVE, LAKE WORTH, FL, 33460","-80.061363372836,26.615963601092",115294030,12,099,005101
1649516,"10220 NW 27th Ave, Miami, FL, ",Match,Exact,"10220 NW 27TH AVE, MIAMI, FL, 33147","-80.242525765237,25.867767242151",115998690,12,086,000907
1588156,"119 SW 16th Ave, Miami, FL, ",Match,Exact,"119 SW 16TH AVE, MIAMI, FL, 33135","-80.221266314354,25.772109278382",116016466,12,086,005303
836034,"533 SW 16th St, Belle Glade, FL, ",Match,Exact,"533 SW 16TH ST, BELLE GLADE, FL, 33430","-80.684365592377,26.68154593502",648295680,12,099,008202
1230085,"1700 NW 183rd St, Miami Gardens, FL, ",Match,Exact,"1700 NW 183RD ST, MIAMI GARDENS, FL, 33056","-80.229338833991,25.941499658536",116311597,12,086,009503
1266014,"8971 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"8971 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33411","-80.183301202806,26.708871618269",115265923,12,099,007837
1613571,"2490 Pga Blvd, Palm Beach Gardens, FL, ",Match,Exact,"2490 PGA BLVD, PALM BEACH GARDENS, FL, 33410","-80.071830195855,26.844597573786",115274895,12,099,000703
1341748,"11701 S Dixie Hwy, Miami, FL, ",Match,Exact,"11701 S DIXIE HWY, MIAMI, FL, 33156","-80.325134020216,25.663015432892",115984918,12,086,008102
1361335,"2500 Forest Hill Blvd, West Palm Beach, FL, ",Match,Exact,"2500 FOREST HILL BLVD, WEST PALM BEACH, FL, 33406","-80.081509078431,26.650620794339",646982869,12,099,004300
796426,"17650 NW 2nd Ave, Miami Gardens, FL, ",Match,Exact,"17650 NW 2ND AVE, MIAMI GARDENS, FL, 33169","-80.204902107125,25.936007419073",116029908,12,086,009505
1637531,"1243 SW 8th St, Miami, FL, ",Match,Non_Exact,"1243 8TH ST SE, MIAMI, FL, 33135","-80.215317089627,25.76590459475",652509034,12,086,005304
796423,"19501 NW 27th Ave, Miami Gardens, FL, ",Match,Exact,"19501 NW 27TH AVE, MIAMI GARDENS, FL, 33056","-80.245813131531,25.951835793237",116027673,12,086,009903
1087782,"9840 S Military Trl, Boynton Beach, FL, ",Match,Exact,"9840 S MILITARY TRL, BOYNTON BEACH, FL, 33436","-80.122696622745,26.530156288588",646932262,12,099,006011
1649505,"290 NE 167th St, Miami, FL, ",Match,Exact,"290 NE 167TH ST, MIAMI, FL, 33162","-80.194415919275,25.928267437984",116031108,12,086,000311
1005879,"5175 SW 8th St, Miami, FL, ",Match,Exact,"5175 SW 8TH ST, MIAMI, FL, 33134","-80.27871556121,25.763967800363",116246836,12,086,005805
1347055,"1851 S State Road 7, Davie, FL, ",Match,Exact,"1851 S STATE RD 7, DAVIE, FL, 33317","-80.201410536616,26.098611712011",114714510,12,011,061100
495570,"14655 SW 56th St, Miami, FL, ",Match,Exact,"14655 SW 56TH ST, MIAMI, FL, 33175","-80.430225519436,25.713942242553",116069597,12,086,016100
1431716,"10595 SW 109th Ct, Miami, FL, ",Match,Exact,"10595 SW 109TH CT, MIAMI, FL, 33176","-80.372503116196,25.670755517752",115979771,12,086,008424
227904,"1480 NE Miami Gardens Dr, N Miami Beach, FL, ",Tie,,,,,,,
1460278,"8210 W Broward Blvd, Plantation, FL, ",Match,Exact,"8210 W BROWARD BLVD, PLANTATION, FL, 33324","-80.26108307017,26.12068293162",114794859,12,011,061004
276082,"2633 N Dixie Hwy, Wilton Manors, FL, ",Match,Exact,"2633 N DIXIE HWY, WILTON MANORS, FL, 33334","-80.13194052963,26.159919976148",647101724,12,011,050900
702521,"645 NW 5th Ave, Miami, FL, ",Match,Exact,"645 NW 5TH AVE, MIAMI, FL, 33136","-80.202886338039,25.780071180979",116017591,12,086,003400
1417409,"6099 W Sunrise Blvd, Plantation, FL, ",Match,Exact,"6099 W SUNRISE BLVD, PLANTATION, FL, 33313","-80.231319977436,26.135935518516",637266910,12,011,060203
1387998,"6016 Old Congress Rd, Lake Worth, FL, ",Match,Exact,"6016 OLD CONGRESS RD, LAKE WORTH, FL, 33462","-80.089657398879,26.587388446272",653175673,12,099,005807
1633188,"2501 Stirling Rd, Fort Lauderdale, FL, ",Match,Exact,"2501 STIRLING RD, FORT LAUDERDALE, FL, 33312","-80.174196269399,26.047814513188",114761456,12,011,080402
595065,"2740 NW 159th St, Opa Locka, FL, ",Match,Exact,"2740 NW 159TH ST, OPA LOCKA, FL, 33054","-80.244825220166,25.919025201548",116028389,12,086,000506
1266080,"1833 S State Road 7, North Lauderdale, FL, ",Match,Non_Exact,"1833 STATE HWY 7, NORTH LAUDERDALE, FL, 33068","-80.204144516333,26.205461467647",624281468,12,011,020405
773719,"4927 Southern Blvd, West Palm Beach, FL, ",Match,Exact,"4927 SOUTHERN BLVD, WEST PALM BEACH, FL, 33415","-80.11897304596,26.678713548009",641550492,12,099,003202
1658486,"6337 Miramar Pkwy, Miramar, FL, ",Match,Exact,"6337 MIRAMAR PKWY, MIRAMAR, FL, 33023","-80.213485063715,25.984641905919",114734577,12,011,100801
727818,"2520 SW 22nd St, Miami, FL, ",Match,Exact,"2520 SW 22ND ST, MIAMI, FL, 33145","-80.236446072365,25.750348791609",116014719,12,086,006901
1452652,"7100 W McNab Rd, North Lauderdale, FL, ",Match,Exact,"7100 W MCNAB RD, NORTH LAUDERDALE, FL, 33068","-80.220337548153,26.208330442294",649332866,12,011,060127
1250500,"13555 S Military Trl, Delray Beach, FL, ",No_Match,,,,,,,
1361365,"6201 W Sample Rd, Coral Springs, FL, ",Match,Exact,"6201 W SAMPLE RD, CORAL SPRINGS, FL, 33067","-80.207619845146,26.274019910838",114773243,12,011,020309
1589422,"3601 Grand Ave, Miami, FL, ",Match,Exact,"3601 GRAND AVE, MIAMI, FL, 33133","-80.251380350005,25.727783330746",116015090,12,086,007200
1452651,"18615 SW 107th Ave, Cutler Bay, FL, ",Match,Exact,"18615 SW 107TH AVE, CUTLER BAY, FL, 33157","-80.364365310075,25.595417823107",115994586,12,086,010207
600843,"6820 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"6820 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33411","-80.150296123649,26.707917246869",647719173,12,099,007832
1152342,"950 Hialeah Dr, Hialeah, FL, ",Match,Exact,"950 HIALEAH DR, HIALEAH, FL, 33010","-80.262591883573,25.82318755891",116000172,12,086,001607
407866,"1940 Cordova Rd, Fort Lauderdale, FL, ",Match,Exact,"1940 CORDOVA RD, FORT LAUDERDALE, FL, 33316","-80.13055158343,26.098017853901",640903190,12,011,042302
533661,"981 SW 71st Ave, North Lauderdale, FL, ",Match,Exact,"981 SW 71ST AVE, NORTH LAUDERDALE, FL, 33068","-80.220545988927,26.217051588962",114808120,12,011,020412
1547617,"13001 SW 112th St, Miami, FL, ",Match,Exact,"13001 SW 112TH ST, MIAMI, FL, 33186","-80.405662168739,25.663503771078",115968038,12,086,018902
1417411,"1710 NW 17th Ave, Miami, FL, ",Match,Exact,"1710 NW 17TH AVE, MIAMI, FL, 33125","-80.223233572233,25.791217161664",116015648,12,086,003006
330087,"10755 NW 58th St, Doral, FL, ",Match,Exact,"10755 NW 58TH ST, DORAL, FL, 33178","-80.367463173023,25.826138849406",648148242,12,086,009056
1523661,"16024 Pines Blvd, Pembroke Pines, FL, ",Match,Exact,"16024 PINES BLVD, PEMBROKE PINES, FL, 33027","-80.363151631126,26.007488827031",637749986,12,011,110330
1069915,"7097 SW 8th St, Miami, FL, ",Match,Exact,"7097 SW 8TH ST, MIAMI, FL, 33144","-80.309745500841,25.762960511093",116246805,12,086,005804
1257126,"600 E Main St, Pahokee, FL, ",Match,Exact,"600 E MAIN ST, PAHOKEE, FL, 33476","-80.660365199777,26.826810413224",115240108,12,099,008002
264077,"5400 Palm Ave, Hialeah, FL, ",Match,Exact,"5400 PALM AVE, HIALEAH, FL, 33012","-80.283266466647,25.871772649524",115956700,12,086,000602
519369,"6890 MIRAMAR PKWY, Miramar, FL, ",Match,Exact,"6890 MIRAMAR PKWY, MIRAMAR, FL, 33023","-80.224952715088,25.981873316904",637815728,12,011,110502
491192,"1025 Drexel Rd, West Palm Beach, FL, ",Match,Exact,"1025 DREXEL RD, WEST PALM BEACH, FL, 33417","-80.136331244183,26.693009561409",115541154,12,099,003101
1602829,"519 E Sample Rd, Deerfield Beach, FL, ",Match,Exact,"519 E SAMPLE RD, DEERFIELD BEACH, FL, 33064","-80.117166019767,26.275255480871",646611409,12,011,010702
871296,"10018 Griffin Rd, Cooper City, FL, ",Match,Exact,"10018 GRIFFIN RD, COOPER CITY, FL, 33328","-80.281847930562,26.063969189536",647865514,12,011,070402
795127,"5335 N Military Trl, West Palm Beach, FL, ",Match,Exact,"5335 N MILITARY TRL, WEST PALM BEACH, FL, 33407","-80.108806902286,26.758713533462",630032450,12,099,001921
1624250,"100 S Pine Island Rd, Plantation, FL, ",Match,Exact,"100 S PINE ISLAND RD, PLANTATION, FL, 33324","-80.264337876563,26.120685857289",114704008,12,011,061004
1117167,"26929 S Dixie Hwy, Homestead, FL, ",Match,Non_Exact,"26929 DIXIE HWY, HOMESTEAD, FL, 33032","-80.429029511844,25.516855361682",115990180,12,086,010804
1304837,"412 S Dixie Hwy, Hallandale Beach, FL, ",Match,Exact,"412 S DIXIE HWY, HALLANDALE BEACH, FL, 33009","-80.148315264251,25.980738053357",114736989,12,011,100301
290332,"14378 S Military Trl, Delray Beach, FL, ",Match,Non_Exact,"14378 MILITARY TRL, DELRAY BEACH, FL, 33484","-80.122494828538,26.463792250626",646935459,12,099,006909
334415,"2190 NW 46th St, Miami, FL, ",Match,Exact,"2190 NW 46TH ST, MIAMI, FL, 33142","-80.232151115123,25.816741868057",116002536,12,086,001802
1617978,"1002 E Hallandale Beach Blvd, Hallandale Beach, FL, ",Match,Exact,"1002 E HALLANDALE BEACH BLVD, HALLANDALE BEACH, FL, 33009","-80.139242796745,25.985558561632",637823515,12,011,100103
1410803,"2900 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"2900 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33409","-80.100463504037,26.706674194677",115508095,12,099,002900
1017854,"98 W 9th St, Hialeah, FL, ",Match,Exact,"98 W 9TH ST, HIALEAH, FL, 33010","-80.283572283073,25.829804723679",115959182,12,086,001605
474619,"4895 Palm Ave, Hialeah, FL, ",Match,Exact,"4895 PALM AVE, HIALEAH, FL, 33012","-80.282986089408,25.866815227762",115956855,12,086,000603
1397357,"1100 N University Dr, Pembroke Pines, FL, ",Match,Exact,"1100 N UNIVERSITY DR, PEMBROKE PINES, FL, 33024","-80.248581563577,26.017907202039",636784897,12,011,110312
1199087,"5687 NW 36th St, Miami Springs, FL, ",Match,Exact,"5687 NW 36TH ST, MIAMI SPRINGS, FL, 33166","-80.28893358817,25.807664743395",116286453,12,086,004705
1071346,"100 W Camino Real, Boca Raton, FL, ",Match,Exact,"100 W CAM REAL, BOCA RATON, FL, 33432","-80.089594489115,26.340857038691",115303528,12,099,007605
790261,"7007 SW 117th Ave, Miami, FL, ",Match,Exact,"7007 SW 117TH AVE, MIAMI, FL, 33183","-80.382156085162,25.702458663767",640559062,12,086,015600
1597003,"847 Miner Rd, Lantana, FL, ",Match,Exact,"847 MINER RD, LANTANA, FL, 33462","-80.056078177153,26.557580675714",115295693,12,099,005601
1230930,"1450 Hypoluxo Rd, Lantana, FL, ",Match,Exact,"1450 HYPOLUXO RD, LANTANA, FL, 33462","-80.065276202636,26.572108771536",115558628,12,099,005601
790258,"500 N State Road 7, Royal Palm Beach, FL, ",Match,Exact,"500 N STATE RD 7, ROYAL PALM BEACH, FL, 33411","-80.202120208588,26.684093809612",642539387,12,099,007818
1398681,"2160 NW 74th St, Miami, FL, ",Match,Exact,"2160 NW 74TH ST, MIAMI, FL, 33147","-80.232656286625,25.842061232213",116001525,12,086,001004
602685,"10761 W Flagler St, Miami, FL, ",Match,Exact,"10761 W FLAGLER ST, MIAMI, FL, 33174","-80.370569822474,25.768487968176",115970019,12,086,009062
865458,"8425 NW 13TH TERR, MIAMI, FL, ",Match,Exact,"8425 NW 13TH TER, MIAMI, FL, 33126","-80.332623168085,25.78515666956",116302822,12,086,009010
1258494,"433 E Sheridan St, Dania, FL, ",Match,Exact,"433 E SHERIDAN ST, DANIA, FL, 33004","-80.136310296234,26.033851913144",608971583,12,011,080104
267157,"1339 W Palmetto Park Rd, Boca Raton, FL, ",Match,Exact,"1339 W PALMETTO PARK RD, BOCA RATON, FL, 33486","-80.112492466217,26.350801081031",115500553,12,099,007603
775530,"8251 Sunset Strip, Sunrise, FL, ",Match,Exact,"8251 SUNSET STRIP, SUNRISE, FL, 33322","-80.255750370837,26.153017514741",114703638,12,011,060207
1286506,"1901 N Dixie Hwy, Lake Worth, FL, ",Match,Exact,"1901 N DIXIE HWY, LAKE WORTH, FL, 33460","-80.056643085109,26.638155414863",115530490,12,099,005204
1472218,"29421 SW 152nd Ave, Homestead, FL, ",Match,Exact,"29421 SW 152ND AVE, HOMESTEAD, FL, 33033","-80.436686778018,25.493712985925",115992899,12,086,010900
790268,"10425 Marlin Rd, Cutler Bay, FL, ",Match,Exact,"10425 MARLIN RD, CUTLER BAY, FL, 33157","-80.36107627788,25.590196404472",116279928,12,086,010207
790269,"5901 W Hillsboro Blvd, Parkland, FL, ",Match,Non_Exact,"5901 HILLSBORO BLVD, PARKLAND, FL, 33067","-80.205396233575,26.317846766916",647021824,12,011,010504
790263,"13700 Pines Blvd, Pembroke Pines, FL, ",Match,Exact,"13700 PINES BLVD, PEMBROKE PINES, FL, 33027","-80.329714425698,26.007579379729",640131853,12,011,110334
912431,"170 SE 3rd Ave, Miami, FL, ",Match,Exact,"170 SE 3RD AVE, MIAMI, FL, 33131","-80.189001260241,25.772876583699",116018771,12,086,003703
234226,"2077 N Military Trl, West Palm Beach, FL, ",Match,Exact,"2077 N MILITARY TRL, WEST PALM BEACH, FL, 33409","-80.111202966485,26.707989359339",115271050,12,099,001909
1622427,"3298 Powerline Rd, Fort Lauderdale, FL, ",No_Match,,,,,,,
1436593,"11741 Quail Roost Dr, Miami, FL, ",Match,Exact,"11741 QUAIL ROOST DR, MIAMI, FL, 33177","-80.381110531853,25.590762910081",115994267,12,086,010205
755934,"4500 NW 183rd St, Miami Gardens, FL, ",Match,Exact,"4500 NW 183RD ST, MIAMI GARDENS, FL, 33055","-80.274306275165,25.939770808451",614077679,12,086,010022
992552,"3509 NE 163rd St, North Miami Beach, FL, ",No_Match,,,,,,,
992553,"4410 W 16th Ave, Hialeah, FL, ",Match,Exact,"4410 W 16TH AVE, HIALEAH, FL, 33012","-80.314830877426,25.862902578191",647819675,12,086,000705
1647730,"8855 Boynton Beach Blvd, Boynton Beach, FL, ",Match,Non_Exact,"8855 W BOYNTON BEACH BLVD, BOYNTON BEACH, FL, 33472","-80.186118441301,26.527879473306",115511933,12,099,007772
1236210,"15055 S Jog Rd, Delray Beach, FL, ",Match,Non_Exact,"15055 JOG RD, DELRAY BEACH, FL, 33446","-80.147112047329,26.452775366913",653197750,12,099,005939
375771,"8245 NW 88th Ave, Tamarac, FL, ",Match,Exact,"8245 NW 88TH AVE, TAMARAC, FL, 33321","-80.269834239865,26.226837816991",114761950,12,011,020414
1338164,"29351 SW 152nd Ave, Homestead, FL, ",Match,Exact,"29351 SW 152ND AVE, HOMESTEAD, FL, 33033","-80.436709365504,25.494429762739",115992899,12,086,010900
567806,"13860 S Jog Rd, Delray Beach, FL, ",Match,Non_Exact,"13860 JOG RD, DELRAY BEACH, FL, 33446","-80.146968565771,26.470727031232",635434503,12,099,005959
1453926,"12800 S.W. 152nd St, Miami, FL, ",No_Match,,,,,,,
1427672,"3931 Sw 40th Ave, Hollywood, FL, ",Match,Exact,"3931 SW 40TH AVE, HOLLYWOOD, FL, 33023","-80.182729760175,25.974830033873",608974925,12,011,100600
790277,"8005 NW 95th St, Hialeah Gardens, FL, ",Match,Exact,"8005 NW 95TH ST, HIALEAH GARDENS, FL, 33016","-80.327317604201,25.859842590398",115955909,12,086,013700
1506213,"5590 NW 31st Ave, Fort Lauderdale, FL, ",Match,Exact,"5590 NW 31ST AVE, FORT LAUDERDALE, FL, 33309","-80.1875497226,26.194791570988",640917146,12,011,050208
790276,"4000 Oakwood Blvd, Hollywood, FL, ",Match,Exact,"4000 OAKWOOD BLVD, HOLLYWOOD, FL, 33020","-80.16003095247,26.046383100958",637617392,12,011,080500
1604645,"1836 N University Dr, Plantation, FL, ",Match,Exact,"1836 N UNIVERSITY DR, PLANTATION, FL, 33322","-80.256921123884,26.149173891348",637266153,12,011,060501
342005,"1601 W Sunrise Blvd, Ft Lauderdale, FL, ",Match,Exact,"1601 W SUNRISE BLVD, FT LAUDERDALE, FL, 33311","-80.164198829419,26.136722972638",637278682,12,011,040901
780005,"10201 Hagen Ranch Rd, Boynton Beach, FL, ",Match,Exact,"10201 HAGEN RANCH RD, BOYNTON BEACH, FL, 33437","-80.164010692107,26.526258691214",115555685,12,099,005950
1536068,"6900 W Atlantic Blvd, Margate, FL, ",Match,Exact,"6900 W ATLANTIC BLVD, MARGATE, FL, 33063","-80.216769796268,26.235226924473",635913587,12,011,020210
1519504,"1164 SW 17th Ave, Miami, FL, ",Match,Exact,"1164 SW 17TH AVE, MIAMI, FL, 33135","-80.222465778792,25.76237533697",116016645,12,086,006402
335708,"3101 N Ocean Blvd, Fort Lauderdale, FL, ",Match,Non_Exact,"3101 N OCEAN DR, FORT LAUDERDALE, FL, 33308","-80.100535783754,26.167639087274",638087576,12,011,040503
790294,"650 SE 8th St, Homestead, FL, ",Match,Exact,"650 SE 8TH ST, HOMESTEAD, FL, 33030","-80.465932077742,25.462442009731",116277365,12,086,011409
1356835,"687 NE 79th St, Miami, FL, ",Match,Exact,"687 NE 79TH ST, MIAMI, FL, 33138","-80.18302263355,25.847945562651",116006849,12,086,001301
1230920,"3032 Lake Worth Rd, Lake Worth, FL, ",Match,Exact,"3032 LAKE WORTH RD, LAKE WORTH, FL, 33461","-80.089703570688,26.617437078092",621456874,12,099,004904
1577412,"2750 SW 27th Ter, Miami, FL, ",Match,Exact,"2750 SW 27TH TER, MIAMI, FL, 33133","-80.23895127044,25.7406320318",116014862,12,086,007005
865480,"13550 W Sunrise Blvd, Sunrise, FL, ",Match,Exact,"13550 W SUNRISE BLVD, SUNRISE, FL, 33323","-80.327930267203,26.145675573087",640935422,12,011,060120
1527124,"1447 Alton Rd, Miami Beach, FL, ",Match,Exact,"1447 ALTON RD, MIAMI BEACH, FL, 33139","-80.141032049152,25.786584940423",116020231,12,086,004304
790287,"1540 W Boynton Beach Blvd, Boynton Beach, FL, ",Match,Exact,"1540 W BOYNTON BEACH BLVD, BOYNTON BEACH, FL, 33436","-80.093731937367,26.527525732068",115533518,12,099,006007
1435283,"1052 E Oakland Park Blvd, Oakland Park, FL, ",Match,Exact,"1052 E OAKLAND PARK BLVD, OAKLAND PARK, FL, 33334","-80.133247200673,26.166615819968",637132622,12,011,050602
1274549,"8740 Bird Rd, Miami, FL, ",No_Match,,,,,,,
1561013,"16801 NE 15th Ave, North Miami Beach, FL, ",Match,Exact,"16801 NE 15TH AVE, NORTH MIAMI BEACH, FL, 33162","-80.170113296153,25.930305467804",116035949,12,086,000225
1586312,"6063 NW 31st Ave, Fort Lauderdale, FL, ",Match,Exact,"6063 NW 31ST AVE, FORT LAUDERDALE, FL, 33309","-80.187971158098,26.200844928568",114706875,12,011,050204
1588974,"16851 NE 15th Ave, North Miami Beach, FL, ",Match,Exact,"16851 NE 15TH AVE, NORTH MIAMI BEACH, FL, 33162","-80.170128596736,25.930742499263",116035949,12,086,000225
1643398,"1385 NW 27th Ave, Miami, FL, ",Match,Exact,"1385 NW 27TH AVE, MIAMI, FL, 33125","-80.239509115765,25.786745913988",116261477,12,086,005104
1319029,"8397 Pines Blvd, Pembroke Pines, FL, ",Match,Exact,"8397 PINES BLVD, PEMBROKE PINES, FL, 33024","-80.255070407601,26.009124525371",114811307,12,011,110312
1449880,"216 SW 6th St, Belle Glade, FL, ",Match,Exact,"216 SW 6TH ST, BELLE GLADE, FL, 33430","-80.673949111923,26.684863292534",115246645,12,099,008201
1495943,"480 Sw 8th Ave, Hallandale Beach, FL, ",Match,Exact,"480 SW 8TH AVE, HALLANDALE BEACH, FL, 33009","-80.158477409728,25.979483087081",114736355,12,011,100502
1610477,"515 Dr Mlk Blvd E, Belle Glade, FL, ",Tie,,,,,,,
1495945,"18398 S Dixie Hwy, Miami, FL, ",Match,Non_Exact,"18398 W DIXIE HWY, MIAMI, FL, 33160","-80.148666967562,25.945986609745",116292099,12,086,000211
1654040,"4701 W Sunrise Blvd, Plantation, FL, ",Match,Exact,"4701 W SUNRISE BLVD, PLANTATION, FL, 33313","-80.21271290944,26.13596358941",640121120,12,011,060802
790295,"16200 SW 88th St, Miami, FL, ",Match,Exact,"16200 SW 88TH ST, MIAMI, FL, 33196","-80.457428321867,25.683985046353",647822326,12,086,018003
1494615,"5850 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"5850 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33417","-80.133228120638,26.707273318368",115269135,12,099,003101
790297,"17250 NW 57th Ave, Hialeah, FL, ",No_Match,,,,,,,
1224280,"2500 W Broward Blvd, Fort Lauderdale, FL, ",Match,Exact,"2500 W BROWARD BLVD, FORT LAUDERDALE, FL, 33312","-80.175508128936,26.121501929542",114720864,12,011,042802
956042,"621 NW 62nd St, Miami, FL, ",Match,Non_Exact,"621 NW 62ND AVE, MIAMI, FL, 33126","-80.296304956024,25.776770049004",115975360,12,086,005701
1489090,"2617 Old Dixie Hwy, Riviera Beach, FL, ",Match,Non_Exact,"2617 DIXIE HWY, RIVIERA BEACH, FL, 33407","-80.052883910717,26.736382512329",115277663,12,099,001700
653391,"18198 NE 19th Ave, North Miami Beach, FL, ",Match,Exact,"18198 NE 19TH AVE, NORTH MIAMI BEACH, FL, 33162","-80.162820208508,25.943299951799",116035709,12,086,000222
276916,"1000 SW 2nd Ave, Boca Raton, FL, ",Match,Exact,"1000 SW 2ND AVE, BOCA RATON, FL, 33432","-80.090790201236,26.34080839138",115303529,12,099,007605
499084,"16205 S Military Trl, Delray Beach, FL, ",Match,Non_Exact,"16205 MILITARY TRL, DELRAY BEACH, FL, 33484","-80.122322868169,26.437000481064",647642280,12,099,005958
1283431,"1108 NW 62nd St, Miami, FL, ",Match,Exact,"1108 NW 62ND ST, MIAMI, FL, 33150","-80.214786802526,25.831998357117",116004688,12,086,001901
